,City,Venue Category,Venue,Venue Latitude,Venue Longitude
1444,Cerritos,American Restaurant,Polly's Pies - Cerritos,33.874951,-118.072293
1445,Cerritos,Pet Store,Petco,33.870686909183064,-118.06307808890608
1446,Cerritos,Gun Range,Insight Shooting Range,33.875772756506095,-118.08509233401846
1447,Cerritos,Fast Food Restaurant,In-N-Out Burger,33.84731787423635,-118.02818893237973
1448,Cerritos,Sushi Restaurant,Sushi Gallery,33.8809481761894,-118.07234323272013
1449,Cerritos,Indian Restaurant,The India Restaurant,33.86871211397459,-118.08197171579405
1450,Cerritos,Vietnamese Restaurant,Pho Tasty,33.856910107055086,-118.08237033668944
1451,Cerritos,Indian Restaurant,Rajdhani Indian Restaurant,33.86328991519408,-118.08243622090853
1452,Cerritos,Bakery,Rainbow Donuts,33.85874629706714,-118.08114571045374
1453,Cerritos,Korean Restaurant,Red Palace Korean BBQ,33.857629666409565,-118.06480180922804
1454,Cerritos,Pizza Place,Pieology Pizzeria,33.869287,-118.058393
1455,Cerritos,Café,Cachi,33.861165510759896,-118.02942345896933
1456,Cerritos,Indian Restaurant,Udupi Palace,33.86180560593925,-118.08224171317221
1457,Cerritos,Frozen Yogurt Shop,Yogurtland,33.86591,-118.081955
1458,Cerritos,Pool,Cerritos Olympic Swim And Fitness Center,33.88001744428555,-118.05139566738139
1459,Cerritos,Café,Paris Baguette Bakery,33.8728087989388,-118.04550036189025
1460,Cerritos,Grocery Store,Walmart Neighborhood Market,33.84570357550922,-118.03839593518428
1461,Cerritos,Ice Cream Shop,Honeymee Cerritos,33.87124540946341,-118.05931066691576
1462,Cerritos,Sandwich Place,Jersey Mike's Subs,33.858366,-118.030674
1463,Cerritos,Frozen Yogurt Shop,Yogurtland,33.858365,-118.030731
1464,Cerritos,Chinese Restaurant,New Peking Chinese Restaurant,33.85735378780095,-118.06469826480411
1465,Cerritos,Breakfast Spot,Sunrise café,33.85822989354059,-118.02764249665582
1466,Cerritos,Bubble Tea Shop,Sharetea,33.85789,-118.08029
1467,Cerritos,Grocery Store,ALDI,33.857333088463534,-118.08756039307809
1468,Cerritos,Dessert Shop,Snowflakes Shaved Ice,33.85812836481456,-118.08037438815963
1469,Cerritos,Mexican Restaurant,Belinda's Taqueria & Restaurant,33.858260320769226,-118.02749580371055
1470,Cerritos,Mexican Restaurant,La Capilla,33.84657006587868,-118.04641421235317
1471,Cerritos,Bakery,Luisa & Son Bakeshop,33.85744262979386,-118.08561315986572
1472,Cerritos,Donut Shop,Goody's Donuts,33.87357353072072,-118.04851486203067
1473,Cerritos,Italian Restaurant,La Tavolata,33.857272390181016,-118.08472233682974
1474,Cerritos,Salon / Barbershop,Ziba Beauty (Little India),33.868591278117876,-118.08183786002336
1475,Cerritos,Filipino Restaurant,Grill City,33.87473339790492,-118.07148336254475
1476,Cerritos,Sandwich Place,TJ's Submarines,33.872674791498675,-118.08148314736913
1477,Cerritos,Sandwich Place,Lee's Sandwiches,33.86756547201534,-118.08269374031288
1478,Cerritos,Bowling Alley,Bowlero,33.860986,-118.04735500000001
1479,Cerritos,Shopping Mall,Cerritos Towne Center,33.87106439461454,-118.0600795088087
1480,Cerritos,Supplement Shop,GNC,33.870979,-118.059395
1481,Cerritos,Taiwanese Restaurant,Boiling Point,33.867622062843914,-118.08259367602855
1482,Cerritos,Asian Restaurant,Aga Taiwanese Bistro,33.86794552559874,-118.08304604838
1483,Cerritos,Japanese Restaurant,Yasai,33.8709997444679,-118.05912890106275
1484,Cerritos,Filipino Restaurant,Crispy House,33.873521510279026,-118.08034160672352
1485,Cerritos,Vegetarian / Vegan Restaurant,Standard Sweets & Snacks,33.862784596463186,-118.08202284473573
1486,Cerritos,Chinese Restaurant,Canaan Restaurant,33.857413075102045,-118.08594711219651
1487,Cerritos,BBQ Joint,L.A. Brisket,33.86608711855182,-118.08355970771282
1488,Cerritos,Farmers Market,Cerritos Farmer's Market,33.86852934477307,-118.06247477889458
1489,Cerritos,Indian Restaurant,Ashoka The Great,33.86238358315008,-118.08204524047622
1490,Cerritos,Big Box Store,Target,33.8594113,-118.0879401
1491,Cerritos,Fast Food Restaurant,Jollibee,33.8738744884843,-118.0722952893705
1492,Cerritos,Sandwich Place,Jimmy John's,33.859833,-118.03234
1493,Cerritos,Pharmacy,Walmart Pharmacy,33.87193197742235,-118.06127428960308
1494,Cerritos,Hotel,Rodeway Inn,33.8728803,-118.0803546
1495,Cerritos,Convenience Store,Jersey Gold Dairy,33.85172949309591,-118.08175034981994
1496,Cerritos,Indian Restaurant,India House,33.84688994047675,-118.02701974753118
1497,Claremont,Bakery,Some Crust Bakery,34.09518994751485,-117.71798834137901
1498,Claremont,Coffee Shop,Augie's Coffee Roasters,34.094404185734554,-117.72138091737253
1499,Claremont,Cheese Shop,Cheese Cave,34.097095505230136,-117.71798564879296
1500,Claremont,Ice Cream Shop,Bert & Rocky's Cream Company,34.09657216341313,-117.71769014062751
1501,Claremont,Gastropub,Eureka!,34.09437898398736,-117.7216869592666
1502,Claremont,Record Shop,Rhino Records Store,34.09640099085382,-117.71799496309144
1503,Claremont,Gastropub,The Back Abbey,34.09521395565095,-117.72055729955171
1504,Claremont,Miscellaneous Shop,Claremont Packing House,34.09441454247389,-117.72144795097812
1505,Claremont,American Restaurant,Bardot,34.09645883290372,-117.71662171539909
1506,Claremont,Pizza Place,Blaze Pizza,34.09440354148418,-117.71952425332077
1507,Claremont,Bakery,Creme Bakery,34.09505568834677,-117.71632649002133
1508,Claremont,Mediterranean Restaurant,Saca's Mediterranean Cuisine,34.095574010746645,-117.7170605549006
1509,Claremont,Bookstore,A Shop Called Quest-Claremont,34.09518322397176,-117.7194905142042
1510,Claremont,Farmers Market,Claremont Farmers and Artisans Market,34.095684627942774,-117.71878412313151
1511,Claremont,Frozen Yogurt Shop,Yogurtland,34.095099,-117.719482
1512,Claremont,Bagel Shop,42nd Street Bagel Cafe,34.09620271760084,-117.71801986660148
1513,Claremont,Taco Place,Petiscos,34.0948265765571,-117.71665464442438
1514,Claremont,American Restaurant,Village Grille,34.09553417342787,-117.71779555470454
1515,Claremont,Hotel Bar,Casa 425,34.0947864,-117.7203878
1516,Claremont,Park,Memorial Park,34.102565851627034,-117.71932125091553
1517,Claremont,Ice Cream Shop,21 Choices,34.09470127157909,-117.72049899951591
1518,Claremont,Salad Place,Dr. Grubb's,34.09671638661277,-117.71871151849997
1519,Claremont,Tea Room,Tocaja,34.096948213994175,-117.71802843878326
1520,Claremont,Dessert Shop,I Like Pie Bake Shop,34.0954374,-117.7196367
1521,Claremont,BBQ Joint,Gus’s BBQ,34.094499661993616,-117.720961954638
1522,Claremont,Grocery Store,Trader Joe's,34.10741383379147,-117.72191316019618
1523,Claremont,Mexican Restaurant,Espiau's Restaurant,34.094885463674345,-117.71799845589467
1524,Claremont,Grocery Store,Sprouts Farmers Market,34.107781546703094,-117.73004933276746
1525,Claremont,Sushi Restaurant,Kazama Sushi,34.09513879184025,-117.7194864688785
1526,Claremont,Thai Restaurant,Sanamluang Cafe (New),34.0827539629054,-117.7192234490095
1527,Claremont,Bar,Piano Piano,34.107321733755235,-117.72301016435246
1528,Claremont,American Restaurant,Meat Cellar,34.10702,-117.716161
1529,Claremont,Garden,Rancho Santa Ana Botanic Garden,34.11162,-117.71497
1530,Claremont,Theater,Candlelight Pavilion,34.10832634792706,-117.72180152271186
1531,Claremont,Hotel,DoubleTree by Hilton,34.1073826,-117.723929
1532,Claremont,Mexican Restaurant,"Elvira's Grill, Claremont",34.1079585,-117.7212331
1533,Claremont,Mexican Restaurant,El Ranchero Mexican Restaurant and Bar,34.10678472480474,-117.73388171677436
1534,Claremont,Pizza Place,Pizza 'N Such,34.0957687,-117.7176129
1535,Claremont,Salon / Barbershop,Salon Luxe,34.10788067816451,-117.73240059866909
1536,Claremont,Italian Restaurant,Buca di Beppo,34.1072557,-117.7226637
1537,Claremont,Bistro,Nuno's Bistro & Bar,34.098301615239905,-117.6998858873006
1538,Claremont,Brewery,Claremont Craft Ales,34.10924425184609,-117.70182200548655
1539,Claremont,Fast Food Restaurant,In-N-Out Burger,34.07786475207662,-117.71957212450094
1540,Claremont,Mexican Restaurant,Juancho's,34.09845769944913,-117.70006225856983
1541,Claremont,Garden,Armstrong Garden Centers,34.107443,-117.70193
1542,Claremont,American Restaurant,Dino's Chicken & Burgers,34.089536935283064,-117.73724970745089
1543,Claremont,Café,Nordstrom Cafe,34.08552052975984,-117.694871136255
1544,Claremont,Italian Restaurant,Olive Garden,34.08574706234434,-117.69791045286075
1545,Claremont,Chinese Restaurant,Mr You Express,34.079941310974405,-117.71968208389252
1546,Claremont,Gym,The Claremont Club,34.114419385648105,-117.69999203331624
1547,Claremont,Gym,Gold's Gym,34.090086,-117.692894
1548,Claremont,Coffee Shop,Starbucks,34.08114853987942,-117.71902927932966
1549,Claremont,Wings Joint,Wingstop,34.089765820467896,-117.73734076422625
1550,Claremont,Supermarket,Stater Bros Market,34.1078771479522,-117.73560169732906
1551,Claremont,American Restaurant,The Hat,34.1040865776779,-117.69004510208707
1552,Claremont,Coffee Shop,Starbucks,34.10742951739372,-117.740294960459
1553,Claremont,Video Store,Toy Box,34.0999176053774,-117.69034058815062
1554,Claremont,Mexican Restaurant,Los Jarritos Restaurant,34.1056256842646,-117.74926410600894
1555,Claremont,Bakery,Dolce Bistro & Bakery,34.09327922371441,-117.68865833708348
1556,Claremont,Brewery,Last Name Brewing,34.10893103598542,-117.69072353839874
1557,Claremont,Shoe Store,Michael Antonio #iheartMAshoes Store,34.094568,-117.691947
1558,Claremont,Pizza Place,Eddie's Italian Eatery,34.107350891498605,-117.73588000522751
1559,Claremont,Seafood Restaurant,Red Lobster,34.084116,-117.697225
1560,Claremont,Sandwich Place,The Brick Your Neighborhood Deli,34.09022491731562,-117.74847524137917
1561,Claremont,Restaurant,NORMS Restaurant,34.08084802,-117.7195592
1562,Claremont,Chinese Restaurant,Dragon 99,34.084120470662164,-117.69789846591374
1563,Claremont,American Restaurant,Baker's Drive Thru,34.098897648256795,-117.69881097200742
1564,Claremont,Restaurant,Lazy Dog Restaurant & Bar,34.08693425343459,-117.69022563902948
1565,Claremont,Mexican Restaurant,Chipotle Mexican Grill,34.079562,-117.719517
1566,Claremont,Thai Restaurant,Srida Thai Cuisine,34.10549673333333,-117.6890425
1567,Claremont,Electronics Store,Best Buy,34.0914142,-117.6919718
1568,Claremont,Brewery,Old Stump Brewing Co.,34.09762956930443,-117.75391753108056
1569,Claremont,Restaurant,Euro Cafe,34.1207197909354,-117.70676672407329
1570,Claremont,Bookstore,Barnes & Noble,34.086150870981065,-117.69221702694463
1571,Claremont,Mexican Restaurant,Mi Ranchito Mexican Restaurant,34.106341,-117.68888
1572,Claremont,Warehouse Store,Costco,34.08279834768477,-117.69076929447503
1573,Claremont,Burger Joint,Everest,34.098499125738535,-117.68940310251334
1574,Claremont,Japanese Restaurant,Tokyo Kitchen,34.09268659437704,-117.68844083249147
1575,Claremont,Thai Restaurant,Mix Bowl Cafe,34.073740429741065,-117.71892161209209
1576,Claremont,Big Box Store,Target,34.08993662929305,-117.69056872369939
1577,Claremont,Chinese Restaurant,Szechuwan Garden,34.093162536621094,-117.68840789794922
1578,Claremont,Food Court,Costco Food Court,34.082777513345775,-117.69073320842395
1579,Claremont,Bar,Hi Brow,34.1074534584839,-117.7392722079675
1580,Claremont,Fried Chicken Joint,KFC,34.08970221301417,-117.7490427987766
1581,Claremont,American Restaurant,Farmer Boys,34.09604017581367,-117.74809126773982
1582,Claremont,Brewery,Dragon's Tale Brewery,34.09134,-117.68677
1583,Claremont,Cosmetics Shop,Eyebrow Image,34.08734914834543,-117.68736131612958
1584,Claremont,Restaurant,Onishicho Grill Express,34.106856,-117.741107
1585,Claremont,Spa,Massage Envy - Claremont,34.121282,-117.706831
1586,Claremont,Brewery,Rök House Brewing Company,34.10421234657557,-117.68843246852404
1587,Claremont,Pizza Place,Round Table Pizza,34.12135696324164,-117.70517876065446
1588,Claremont,Pharmacy,CVS pharmacy,34.10854012700113,-117.73770448944633
1589,Claremont,Sporting Goods Shop,M&I Surplus,34.08497703686565,-117.75125588221803
1590,Claremont,Sandwich Place,Jersey Mike's Subs,34.084398,-117.689184
1591,Claremont,Mexican Restaurant,La Paloma,34.10892967827091,-117.75139285357176
1592,Claremont,Discount Store,Dollar Tree,34.10871887207031,-117.74397277832031
1593,Claremont,Mexican Restaurant,Chipotle Mexican Grill,34.08735747390883,-117.68910175613422
1594,Claremont,Grocery Store,VONS,34.1206424,-117.7060853
1595,Claremont,Mexican Restaurant,Santana's Mexican Food,34.10804779329097,-117.74828594138513
1596,Claremont,Coffee Shop,Starbucks,34.0902276,-117.6892838
1597,Commerce,Snack Place,Auntie Anne's,34.00717217544062,-118.1538977664404
1598,Commerce,Toy / Game Store,Disney Store,34.006371,-118.149658
1599,Commerce,Clothing Store,Columbia Sportswear Company,34.007790583804855,-118.1512326566117
1600,Commerce,Taco Place,Sergio's Tacos,34.00570728170418,-118.16340579032517
1601,Commerce,Clothing Store,Tommy Hilfiger,34.00775263525476,-118.15252854085787
1602,Commerce,Clothing Store,GUESS,34.00733744692002,-118.152935906746
1603,Commerce,Outlet Mall,Citadel Outlets,34.006676723833124,-118.15205383071005
1604,Commerce,Men's Store,Perry Ellis,34.0064561,-118.1536011
1605,Commerce,Lounge,Citadel Outlets' VIP Lounge,34.007465974629135,-118.15333940190652
1606,Commerce,Coffee Shop,Starbucks,34.00560060036011,-118.1526496512626
1607,Commerce,Boutique,Michael Kors Outlet,34.007157299008476,-118.15283328294748
1608,Commerce,Women's Store,kate spade new york outlet,34.00817521146852,-118.15187349126909
1609,Commerce,Clothing Store,Aéropostale,34.00721127755268,-118.15117265344041
1610,Commerce,Clothing Store,Banana Republic,34.00636242163465,-118.15352322741795
1611,Commerce,Mexican Restaurant,Chipotle Mexican Grill,34.005728,-118.152961
1612,Commerce,Sporting Goods Shop,Nike Factory Store,34.00832912808158,-118.15152290674598
1613,Commerce,Shoe Store,Crocs,34.00653024258228,-118.15392879278376
1614,Commerce,Hotel,DoubleTree by Hilton,34.00375621933081,-118.15053328871727
1615,Commerce,Clothing Store,Gap Factory Store,34.00723870976924,-118.15071620699818
1616,Commerce,Snack Place,Tutti Frutti,34.005736508848855,-118.15285353373876
1617,Commerce,Clothing Store,Old Navy Outlet,34.00673062223185,-118.15437220113826
1618,Commerce,Clothing Store,DKNY,34.00609845297341,-118.15298147577181
1619,Commerce,Shoe Store,Vans Outlet,34.006243046921654,-118.15301631212179
1620,Commerce,Korean Restaurant,Bibigo,34.005457,-118.152876
1621,Commerce,Diner,Ruby's Diner,34.006474,-118.15285
1622,Commerce,Shoe Store,The PUMA Outlet,34.0072557,-118.1519204
1623,Commerce,Dessert Shop,Rocky Mountain Chocolate Factory,34.00763227847014,-118.1531800639995
1624,Commerce,Accessories Store,Coach Factory Outlet,34.006574,-118.150118
1625,Commerce,Coffee Shop,The Coffee Bean & Tea Leaf,33.99517656705954,-118.14266576126256
1626,Commerce,Mexican Restaurant,Tacos Baja Ensenada,34.019909197195076,-118.15441497152062
1627,Commerce,Kids Store,Carter's,34.006338,-118.152953
1628,Commerce,Sandwich Place,Chronis Famous Sandwich Shop,34.018065535454646,-118.14541601688222
1629,Commerce,Accessories Store,Coach Factory Outlet,34.00800597300216,-118.15205791415138
1630,Commerce,Latin American Restaurant,El Cafetalito,34.001922731604864,-118.16501251304662
1631,Commerce,Clothing Store,Under Armour Outlet,34.007408639355006,-118.15095724193306
1632,Commerce,Donut Shop,Home Style Donuts,34.022372281219354,-118.15682314212523
1633,Commerce,Steakhouse,Steven's Steak & Seafood House,34.007678,-118.159232
1634,Commerce,Burger Joint,Farmer Boys,33.99485245033507,-118.14274944396294
1635,Commerce,Food Truck,Churros Don Abel,34.01840709333308,-118.15103108061135
1636,Commerce,Asian Restaurant,Waba Grill,34.01828387024096,-118.14866593596376
1637,Commerce,Coffee Shop,Starbucks,34.00315167431128,-118.16708330446883
1638,Commerce,Clothing Store,Ross Dress for Less,34.01845,-118.148017142857
1639,Commerce,Chinese Restaurant,Canton City,34.0156222027008,-118.1299274238253
1640,Commerce,Hardware Store,The Home Depot,33.9869538,-118.1342987
1641,Commerce,Bank,Wells Fargo,34.0190511,-118.1519758
1642,Commerce,Warehouse Store,Costco Business Center,33.994226240163925,-118.14136905102288
1643,Commerce,Mexican Restaurant,Tamayo Restaurant,34.01563408404395,-118.15637002331306
1644,Commerce,Convenience Store,7-Eleven,34.017128,-118.160703
1645,Commerce,Breakfast Spot,Denny's,34.0108517,-118.1620573
1646,Commerce,Breakfast Spot,Lucky Guy's Burgers,34.00768350248463,-118.16410415681806
1647,Commerce,Burger Joint,Xris Burgers,34.002696407268516,-118.1662989358361
1648,Commerce,Cocktail Bar,Nicola's,34.01645188131032,-118.14705572523587
1649,Commerce,Mexican Restaurant,Chalio Mexican Restaurant,34.020928999999995,-118.15680900000001
1650,Commerce,Mexican Restaurant,Tortas Ahogadas Ameca,34.02144306,-118.15712105
1651,Commerce,Fast Food Restaurant,Jack in the Box,34.01867295334698,-118.18036079406738
1652,Commerce,Taco Place,King Taco Restaurant,34.01865961765815,-118.17972981925251
1653,Commerce,Mexican Restaurant,Sandra's Tamales (formerly Sandra & Lolita's Tamales),34.01965951518442,-118.15433039620055
1654,Commerce,Coffee Shop,Starbucks,34.01909454,-118.1536103
1655,Commerce,Discount Store,Family Dollar,34.016214,-118.15696899999999
1656,Commerce,Dive Bar,Redwood Room,33.987211906431675,-118.18425269377458
1657,Commerce,Wings Joint,Wingstop,34.02124199259875,-118.16056738701757
1658,Commerce,American Restaurant,Astro Burgers,34.02461215148823,-118.14136160629614
1659,Commerce,Video Game Store,GameStop,34.0179580450058,-118.14757
1660,Commerce,Mexican Restaurant,Sergio's Tacos,34.01157183223069,-118.1306004442875
1661,Commerce,Mexican Restaurant,King Taco Restaurant,33.98831933202189,-118.18563241809731
1662,Commerce,Mexican Restaurant,Little Mexico,34.021778000000005,-118.16261899999999
1663,Commerce,Pharmacy,Franks Liquor & Market,34.02639324290419,-118.14433182346667
1664,Commerce,Convenience Store,7-Eleven,33.9817095,-118.1413714
1665,Commerce,Hot Dog Joint,Wienerschnizel,34.017960107697704,-118.15777907603315
1666,Commerce,Bakery,La Monarca Bakery,34.018165194211925,-118.14782895258352
1667,Commerce,Mexican Restaurant,little Mexico place,34.01398619479956,-118.12528553655856
1668,Commerce,Track,Whittier Boulevard ELA Historic Landmark Sign,34.02205629795183,-118.17117072118332
1669,Commerce,Record Shop,Record Jungle,34.014308,-118.129324
1670,Commerce,Mexican Restaurant,Taqueria El Atacor #8 (Super Burrito),34.01501002884552,-118.1322792958845
1671,Commerce,Restaurant,Rakken,34.002043,-118.16793
1672,Commerce,Sporting Goods Shop,Nike Factory Store,34.0228962,-118.1684397
1673,Commerce,Mexican Restaurant,Aqui es Texcoco,33.984699,-118.161926
1674,Commerce,Mexican Restaurant,Taco Boy,33.987263554744246,-118.184820332411
1675,Commerce,Donut Shop,Winchell's Donut House,34.011235876848005,-118.15938691280451
1676,Commerce,Mediterranean Restaurant,The Green Olive,33.98950945543758,-118.16079880713268
1677,Commerce,Burger Joint,Basket Burger,34.0144122713617,-118.15895704776598
1678,Commerce,Mexican Restaurant,El Gallo Giro,34.01832914131612,-118.14856780350206
1679,Commerce,Thai Restaurant,Nawa Thai Cuisine,34.023518,-118.13359299999999
1680,Commerce,Pharmacy,CVS pharmacy,34.02017179481083,-118.15791665022316
1681,Commerce,Pizza Place,Little Caesars Pizza,34.021283000000004,-118.16041499999999
1682,Commerce,Burger Joint,John's Burgers,34.01520950202557,-118.13104218711979
1683,Commerce,Grocery Store,Super A Foods,34.02334566531699,-118.13460317754877
1684,Commerce,Pharmacy,CVS pharmacy,34.02021408081055,-118.15779113769531
1685,Commerce,Pizza Place,East L.A. Pizza Co.,34.02780544672752,-118.14680512625667
1686,Commerce,Pizza Place,Domino's Pizza,34.01368365817315,-118.14679254593102
1687,Commerce,Fast Food Restaurant,McDonald's,34.01935597887969,-118.15085984301959
1688,Commerce,Spa,Plus Nails,34.01924133300781,-118.15324401855469
1689,Commerce,Shipping Store,The UPS Store,34.003136,-118.166622
1690,Commerce,Mobile Phone Shop,T-Mobile,34.020392,-118.156002
1691,Commerce,Video Game Store,GameStop,34.021368,-118.16078999999999
1692,Commerce,Deli / Bodega,Lee's Sandwiches,34.00299169440691,-118.16699000112051
1693,Commerce,Bakery,Sonora Bakery,34.02329417536049,-118.17143483926468
1694,Commerce,Bakery,Chapala Bakery #1,34.01497303453229,-118.12958332232634
1695,Commerce,Cosmetics Shop,Sally Beauty,34.01907730102539,-118.15245056152344
1696,Commerce,Fried Chicken Joint,Church's Chicken,34.00339554906672,-118.16785642579039
1697,Compton,Burger Joint,Louis Burgers,33.89577369542408,-118.21956193324526
1698,Compton,Grocery Store,Smart & Final Extra!,33.89493675376383,-118.22091738980802
1699,Compton,Dessert Shop,Yogurtland,33.896418,-118.221636
1700,Compton,Frozen Yogurt Shop,Yogurtland,33.898321749481696,-118.21981613900928
1701,Compton,Hardware Store,The Home Depot,33.8799858,-118.2220178
1702,Compton,Burger Joint,Louis Burgers,33.90379583474239,-118.20680386206851
1703,Compton,Grocery Store,Miracle Market,33.888211299330386,-118.23740972583846
1704,Compton,Convenience Store,7-Eleven,33.8815715,-118.204423
1705,Compton,Wings Joint,Wingstop,33.87884421605271,-118.21815353300718
1706,Compton,Mexican Restaurant,World Famous Niko's,33.90597810940556,-118.20874702723276
1707,Compton,Coffee Shop,Starbucks,33.87685123177572,-118.21786271851481
1708,Compton,Electronics Store,Best Buy,33.877029,-118.21989
1709,Compton,Video Game Store,GameStop,33.895782203798916,-118.22293281555176
1710,Compton,Big Box Store,Target,33.87976139448892,-118.21902037086845
1711,Compton,Fried Chicken Joint,Louisiana Famous Fried Chicken,33.90250952544037,-118.25290647252936
1712,Compton,Discount Store,Dollar Tree,33.904259,-118.207931
1713,Compton,Fried Chicken Joint,Louisiana Fried Chicken,33.88828,-118.23686299999999
1714,Compton,Cosmetics Shop,Ulta Beauty,33.8762254,-118.2188974
1715,Compton,Wings Joint,The Buffalo Spot,33.88802217546511,-118.2073454141162
1716,Compton,Juice Bar,Jamba Juice,33.878212,-118.22066
1717,Compton,Pet Store,Rainbow Mealworms & Crickets,33.90281677246094,-118.22297668457031
1718,Compton,Pet Store,PetSmart,33.87631454623079,-118.21912470552246
1719,Compton,Convenience Store,7-Eleven,33.9159596930271,-118.238476216793
1720,Compton,Fast Food Restaurant,In-N-Out Burger,33.87269,-118.24841
1721,Compton,Discount Store,Dollar Tree,33.888267,-118.236356
1722,Compton,Coffee Shop,Starbucks,33.90316273720572,-118.25502922049414
1723,Compton,Baseball Stadium,MLB Urban Youth Academy,33.87592392848397,-118.2133449644979
1724,Compton,Pizza Place,Chico's Pizza Parlor,33.917481577122274,-118.2091320471691
1725,Compton,Sandwich Place,Jersey Mike's Subs,33.875103,-118.21841
1726,Compton,Fast Food Restaurant,Del Taco,33.87886221895532,-118.2180962887976
1727,Compton,Burger Joint,Tom's Jr,33.90762929936865,-118.20916851810092
1728,Compton,American Restaurant,Apple Spice Junction,33.86838312828349,-118.23610785009653
1729,Compton,Fast Food Restaurant,Wienerschnitzel,33.90318435163951,-118.2094177815696
1730,Compton,Video Game Store,GameStop,33.90363350919888,-118.21015783594066
1731,Compton,Pizza Place,Pizza Studio,33.876672653568754,-118.21783215988512
1732,Compton,Coffee Shop,Starbucks,33.87949873798041,-118.21488710230327
1733,Compton,Department Store,Marshalls,33.876514,-118.219438
1734,Compton,American Restaurant,Tam's Burgers #21,33.9030650466545,-118.25330935757634
1735,Compton,Mediterranean Restaurant,The Green Olive,33.86825391283464,-118.23703089279384
1736,Compton,Burger Joint,Fatburger,33.90333033855759,-118.2561143187225
1737,Compton,Salad Place,Salads 2000,33.86806435190077,-118.23747229322433
1738,Compton,Fast Food Restaurant,Carl's Jr.,33.8743065215319,-118.2483852883197
1739,Compton,Clothing Store,Ross Dress for Less,33.877474434225995,-118.22012893174535
1740,Compton,Sandwich Place,SUBWAY,33.90381052928341,-118.21014263741137
1741,Compton,Discount Store,Five Below,33.8759589708564,-118.21876299775994
1742,Compton,Fast Food Restaurant,El Pollo Loco,33.877187,-118.21795
1743,Compton,Bank,Wells Fargo,33.88022954572896,-118.2183489203453
1744,Compton,Sandwich Place,SUBWAY,33.88793107395333,-118.20747148059343
1745,Compton,Video Game Store,GameStop,33.87806092130984,-118.22059999647544
1746,Compton,Kids Store,Carter's,33.877626,-118.22059
1747,Compton,Supermarket,Northgate Gonzalez Markets,33.89552035152654,-118.19383644394435
1748,Compton,Coffee Shop,Starbucks,33.87428509329397,-118.24781625608482
1749,Compton,Mexican Restaurant,King Taco Restaurant,33.91790492895676,-118.20915819732528
1750,Compton,Wings Joint,Wingstop,33.90298837765904,-118.25569131906096
1751,Compton,Discount Store,Dollar Tree,33.87597050548311,-118.21850980706444
1752,Compton,Grocery Store,Grocery Outlet,33.903613,-118.2550565
1753,Compton,Coffee Shop,Starbucks,33.90402081793177,-118.19406707765866
1754,Compton,Diner,Lucky Star Cafe,33.875206,-118.24916
1755,Compton,Mobile Phone Shop,T-Mobile,33.903072936183435,-118.25507008649082
1756,Compton,Donut Shop,Dale's Donuts,33.888544071845786,-118.19266052122268
1757,Compton,Chinese Restaurant,Panda Express,33.903078011266,-118.25545839109827
1758,Compton,Pharmacy,Rite Aid,33.9031723,-118.2543358
1759,Compton,Pizza Place,Little Caesars Pizza,33.902483,-118.251507
1760,Compton,Pizza Place,Domino's Pizza,33.90312002519022,-118.25652211904526
1761,Compton,Ice Cream Shop,Baskin-Robbins,33.902631205367754,-118.25193377451609
1762,Compton,Fast Food Restaurant,Taco Bell,33.90216843613368,-118.25304321400891
1763,Compton,Fast Food Restaurant,McDonald's,33.9025133335327,-118.25396961998194
1764,Compton,Sandwich Place,SUBWAY,33.902629391239586,-118.25164662142015
1765,Compton,Convenience Store,7-Eleven,33.9029329172558,-118.256516596321
1766,Compton,Fish & Chips Shop,Annas Fish Market,33.907524,-118.23960500000001
1767,Compton,Basketball Court,Lueder's Park,33.903194427490234,-118.20513916015625
1768,Compton,Sushi Restaurant,Kumi.ko,33.8849,-118.205712
1769,Compton,Liquor Store,C & W Liquor,33.915197,-118.23142299999999
1770,Compton,Mexican Restaurant,TACOS EL PORTON,33.889106,-118.199176
1771,Compton,Fast Food Restaurant,Tam's,33.903074,-118.253283
1772,Compton,Convenience Store,7-Eleven,33.9038836032142,-118.194407522678
1773,Compton,Food Truck,Tacos El Güero,33.8935563527202,-118.19334732817615
1774,Compton,Mexican Restaurant,Tacos Culichi,33.89285246398378,-118.1930103015938
1775,Compton,Food,Mexicana Meat Market,33.90309143066406,-118.19425964355469
1776,Compton,Chinese Restaurant,Super Chinese Food (Super Wok),33.90418410809547,-118.19432413031836
1777,Compton,Donut Shop,Donut Shop,33.88882416416382,-118.19309027406268
1778,Covina,Fast Food Restaurant,In-N-Out Burger,34.104971933071326,-117.87297878928212
1779,Covina,Food & Drink Shop,Basha Market,34.10580990113541,-117.8481090918124
1780,Covina,Church,Christ's Church of the Valley,34.09902411288315,-117.83643374423943
1781,Covina,Park,Kahler Russell Park (Wingate),34.093210483032266,-117.86535463291496
1782,Covina,Grocery Store,Stater Bros. Markets,34.10744562493723,-117.83647652874303
1783,Covina,Grocery Store,Stater Bros. Markets,34.09830625971074,-117.87340084787131
1784,Covina,Mexican Restaurant,Alberto's Mexican Food,34.10627931896972,-117.86304573144378
1785,Covina,Bakery,Corner Bakery Cafe,34.114176,-117.83569
1786,Covina,Mediterranean Restaurant,Oasis Grill,34.106238259629194,-117.84830854787165
